# L = 6.0 
# X: V
# Y: PertOrder
1.3 567.8174482 +/- 0.102395923666
1.31    574.706996676 +/- 0.105805662956
1.32    581.404006191 +/- 0.116294120331
1.33    588.401539244 +/- 0.119259855091
1.34    595.545094318 +/- 0.122943446834
1.35    602.698276035 +/- 0.128805075182
1.36    610.025724139 +/- 0.129087081897
1.37    617.520804297 +/- 0.136007954522
1.38    624.912348956 +/- 0.138900491738
1.39    632.96692176 +/- 0.144294355716
1.4 640.519590419 +/- 0.145613913449
